Company Name,Ticker Symbol
CHOKSI LABORATORIES LTD.,CHOKSILA
Country Club Hospitality & Holidays Ltd,CCHHL
SALGUTI INDUSTRIES LTD.,SALGUTI
LONGVIEW TEA COMPANY LTD.,LONTE
MIDWEST GOLD LTD.,MIDWEST
ENTERPRISE INTERNATIONAL LTD.,ENTRINT
TECHINDIA NIRMAN LIMITED,TECHIN
TPL PLASTECH LTD.,TPLPLAST
WIM PLAST LTD.-$,WIMPLAST
PHOTOQUIP INDIA LTD.,PHOTOQUP
LIBERTY SHOES LTD.,LIBERTSHOE
LIPPI SYSTEMS LTD.-$,LIPPISYS
ELECTROTHERM (INDIA) LTD.,ELECTHERM
BLUE DART EXPRESS LTD.,BLUEDART
EXPO GAS CONTAINERS LTD.,EXPOGAS
NATIONAL PLASTIC INDUSTRIES LTD.,NATPLAS
MFL INDIA LTD.,MFLINDIA
AJWA FUN WORLD & RESORT LTD.,AJWAFUN
TEXEL INDUSTRIES LTD.,TEXELIN
ROYALE MANOR HOTELS & INDUSTRIES LTD.,RAYALEMA
MIRZA INTERNATIONAL LTD.,MIRZAINT
TOURISM FINANCE CORPORATION OF INDIA LTD.,TFCILTD
THAKKERS DEVELOPERS LTD.,THAKDEV
RAJDARSHAN INDUSTRIES LTD.,ARENTERP
BHARTIYA INTERNATIONAL LTD.,BIL
KAMAT HOTELS (INDIA) LTD.,KAMATHOTEL
HOTEL RUGBY LTD.,HOTELRUGBY
POLO HOTELS LTD.,POLOHOT
ECOPLAST LTD.-$,ECOPLAST
ELEGANT MARBLES & GRANI INDUSTRIES LTD.,ELEMARB
ADARSH PLANT PROTECT LTD.,ADARSHPL
GOPALA POLYPLAST LTD.,GOPALA
NICCO PARKS & RESORTS LTD.-$,NICCOPAR
NTC INDUSTRIES LTD.,NTCIND
SANDESH LTD.,SANDESH
GARNET CONSTRUCTION LTD.,GARNET
GOLDIAM INTERNATIONAL LTD.,GOLDIAM
BRIGHT BROTHERS LTD.-$,BRIGHTBR
CORPORATE COURIER AND CARGO LTD.,CORPOCO
NARMADA GELATINES LTD.,SHAWGELTIN
PG FOILS LTD.,PGFOILQ
GRATEX INDUSTRIES LTD.,GRATEXI
VELAN HOTELS LTD.,VELHO
HOWARD HOTELS LTD.,HOWARHO
VALIANT COMMUNICATIONS LTD.-$,VALIANT
DR.AGARWALS EYE HOSPITAL LTD.-$,DRAGARWQ
MAHASAGAR TRAVELS LTD.,MHSGRMS
GREENPLY INDUSTRIES LTD.,GREENPLY
UNION QUALITY PLASTICS LTD.,UNQTYMI
SEAMEC LTD.,SEAMECLTD
RAGHUNATH INTERNATIONAL LTD.,RAGHUNAT
CHEVIOT CO.LTD.-$,CHEVIOT
DAI-ICHI KARKARIA LTD.-$,DAICHI
Rajeswari Infrastructure Limited,RAJINFRA
SPICE ISLANDS APPARELS LTD.-$,SPICEISL
CONFIDENCE PETROLEUM INDIA LTD.,CONFIPET
SHELTER INFRA PROJECTS LTD.-$,SIPL
ASHIRWAD STEELS & INDUSTRIES LTD.,ASHSI
BANARAS BEADS LTD.,BANARBEADS
AREX INDUSTRIES LTD.,AREXMIS
BILCARE LTD.-$,BI
ISF LIMITED,ISFL
RISHI LASER LTD.,RISHILASE
JAINCO PROJECTS (INDIA) LTD.,JAINCO
INTEC CAPITAL LTD.,INTECCAP
RAJASTHAN GASES LTD.,RAJGASES
63 Moons Technologies Ltd,63MOONS
SARLA PERFORMANCE FIBERS LTD.-$,SARLAPOLY
INDO CREDIT CAPITAL LTD.,INDOCRED
MARKET CREATORS LTD.,MKTCREAT
Himalaya Food International Ltd,HFIL
SONAL ADHESIVES LTD.,SONALAD
Padmanabh Industries Limited,PADMAIND
TWENTYFIRST CENTURY MANAGEMENT SERVICES LTD.,21STCENMGM
HARIYANA SHIP BREAKERS LTD.-$,HRYNSHP
Arunis Abode Ltd,ARUNIS
TYROON TEA CO.LTD.,TYROON
LA OPALA RG LTD.,LAOPALA
Stylam Industries Limited,STYLAMIND
VENUS REMEDIES LTD.,VENUSREM
WOODSVILLA LTD.,WOODSVILA
TRANS FINANCIAL RESOURCES LTD.,TRANSFIN
GUJARAT CRAFT INDUSTRIES LTD.,GUJCRAFT
HEERA ISPAT LTD.,HEERAISP
DHOOT INDUSTRIAL FINANCE LTD.,DHOOTIN
Crimson Metal Engineering Company Ltd,CRIMSON
Shri Bajrang Alliance Ltd,SHBAJRG
ASHOKA REFINERIES LTD.,ASHOKRE
URJA GLOBAL LTD.,URJAGLOBA
ASHAPURA MINECHEM LTD.,ASHAPURMIN
SHREE PACETRONIX LTD.,SHREEPAC
GUJARAT ALKALIES & CHEMICALS LTD.,GUJALKALI
INDIA CEMENTS LTD.,INDIACEM
JK TYRE & INDUSTRIES LTD.,JKTYRE
MANGALORE CHEMICALS & FERTILIZERS LTD.,MANGCHEFER
STANDARD INDUSTRIES LTD.,SIL
Jubilant Pharmova Ltd,JUBLPHARMA
The Investment Trust Of India Ltd,THEINVEST
SAMYAK INTERNATIONAL LTD.,SAMYAKINT
AADI INDUSTRIES LTD.,AADIIND
SANTOSH FINE-FAB LTD.,SANTOSHF
SREE JAYALAKSHMI AUTOSPIN LTD.,SREEJAYA
ACKNIT INDUSTRIES LTD.,ACKNIT
TITAN SECURITIES LTD.,TITANSEC
Mohota Industries Ltd,MOHOTAIND
Real Eco-Energy Ltd,REALECO
HARMONY CAPITAL SERVICES LTD.,HRMNYCP
Vivanza Biosciences Ltd,VIVANZA
YASHRAJ CONTAINEURS LTD.,YASHRAJC
Lords Ishwar Hotels Limited,LORDSHOTL
CSL Finance Ltd,CSLFINANCE
SANGHVI MOVERS LTD.,SANGHVIMOV
SELAN EXPLORATION TECHNOLOGY LTD.-$,SELAN
FRESHTROP FRUITS LTD.,FRSHTRP
FAZE THREE LTD.-$,FAZE3Q
Pradhin Ltd,PRADHIN
Anupam Finserv Ltd,ANUPAM
RAJ PACKAGING INDUSTRIES LTD.,RAJPACK
Privi Speciality Chemicals Ltd,PRIVISCL
NATRAJ PROTEINS LTD.,NATRAJPR
SAMRAT PHARMACHEM LTD.-$,SAMRATPH
NPR FINANCE LTD.,NPRFIN
NILE LTD.,NILE
UDAIPUR CEMENT WORKS LTD.,UDAICEMENT
AMCO INDIA LTD.-$,AMCOIND
Optiemus Infracom Ltd,OPTIEMUS
KREON FINNANCIAL SERVICES LTD.,KREONFIN
GYAN DEVELOPERS & BUILDERS LTD.,GYANDEV
KISAN MOULDINGS LTD.-$,KISAN
VIJAY TEXTILES LTD.,VIJAYTX
GARODIA CHEMICALS LTD.,GARODCH
KERALA AYURVEDA LTD.,KERALAYUR
MOONGIPA CAPITAL FINANCE LTD.,MONGIPA
MOHIT PAPER MILLS LTD.,MOHITPPR
DAULAT SECURITIES LTD.,DAULAT
OSCAR GLOBAL LTD.,OSCARGLO
ODYSSEY TECHNOLOGIES LTD.-$,ODYSSEY
SPS INTERNATIONAL LTD.,SPSINT
RSC INTERNATIONAL LTD.,RSCINT
SURAT TEXTILE MILLS LTD.,SURATEX
ATHARV ENTERPRISES LTD.,ATHARVENT
Fundviser Capital (India) Ltd,FUNDVISER
THEMIS MEDICARE LTD.,THEMISMED
Kallam Textiles Ltd-$,KALLAM
BRAWN BIOTECH LTD.,BRAWN
FORTUNE INTERNATIONAL LTD.,FORINTL
Kings Infra Ventures Limited,KINGSINFR
Nutricircle Ltd,NUTRICIRCLE
SUBHASH SILK MILLS LTD.,SUBSM
AURO LABORATORIES LTD.,AUROLAB
KJMC FINANCIAL SERVICES LTD.,KJMCFIN
SUVEN LIFE SCIENCES LTD.,SUVEN
ARYAMAN FINANCIAL SERVICES LTD.,ARYAMAN
BRIDGE SECURITIES LTD.,BRIDGESE
RAJASTHAN TUBE MANUFACTURING CO.LTD.,RAJTUBE
KAY POWER AND PAPER LTD.,KAYPOWR
INTER STATE OIL CARRIER LTD.,INTSTOIL
GLOBAL CAPITAL MARKETS LTD.,GLOBALCA
SAINIK FINANCE & INDUSTRIES LTD.,SAINIK
SABOO BROTHERS LTD.,SABOOBR
RICH UNIVERSE NETWORK LTD.,RICHUNV
QUANTUM DIGITAL VISION (INDIA) LTD.,QUANTDIA
SP CAPITAL FINANCING LTD.,SPCAPIT
Paos Industries Ltd,PAOS
KOTHARI PRODUCTS LTD.,KOTHARIPRO
PICCADILY AGRO INDUSTRIES LTD.,PICCADIL
CHAMAN LAL SETIA EXPORTS LTD.-$,CHAMANSEQ
CHANDRA PRABHU INTERNATIONAL LTD.-$,CHANDRAP
Kimia Biosciences Ltd,KIMIABL
HINDUSTAN TIN WORKS LTD.-$,HINDTIN
GODAVARI DRUGS LTD.,GODAVARI
PREMCO GLOBAL LTD.-$,PREMCO
MUKESH BABU FINANCIAL SERVICES LTD.,MUKESHB
GENUS POWER INFRASTRUCTURES LTD.-$,GENUSPOWER
Asian Energy Services Ltd,ASIANENE
KBS INDIA LIMITED,KBSINDIA
SEA GOLD AQUA FARMS LTD.,SEAGOLD
UGAR SUGAR WORKS LTD.-$,UGARSUGAR
ORIENT BELL LIMITED-$,ORIENTBELL
NRB BEARINGS LTD.,NRBBEARING
VAMSHI RUBBER LTD.,VAMSHIRU
NILA INFRASTRUCTURES LTD.,NILA
DB (INTERNATIONAL) STOCK BROKERS LTD.,DBSTOCKBRO
VINYOFLEX LTD.,VINYOFL
JINDAL CAPITAL LTD.,JINDCAP
EPIC ENERGY LTD.-$,EPIC
SUMEDHA FISCAL SERVICES LTD.,SUMEDHA
KUWER INDUSTRIES LTD.,KUWERIN
CHOKSI IMAGING LTD.,CHOKSI
ASHISH POLYPLAST LTD.,ASHISHPO
ADOR FONTECH LTD.-$,ADORFO
SHIVA GLOBAL AGRO INDUSTRIES LTD.,SHIVAAGRO
SIDDHA VENTURES LTD.,SIDDHA
KIRAN SYNTEX LTD.,KIRANSY-B
SUMERU INDUSTRIES LTD.,SUMERUIND
RUNGTA IRRIGATION LTD.,RUNGTAIR
CINERAD COMMUNICATIONS LTD.,CINERAD
VALSON INDUSTRIES LTD.-$,VALSONQ
SABOO SODIUM CHLORO LTD.,SABOOSOD
GSL SECURITIES LTD.,GSLSEC
Tinna Rubber and Infrastructure Limited,TINNARUBR
VIKRAM THERMO (INDIA) LTD.,VIKRAMTH
Stratmont Industries Ltd,STRATMONT
A.K.CAPITAL SERVICES LTD.,AKCAPIT
RELAXO FOOTWEARS LTD.-$,RELAXO
VIRAT INDUSTRIES LTD.,VIRAT
SHEETAL DIAMONDS LTD.,SHEETAL
TERAI TEA CO.LTD.,TERAI
MANRAJ HOUSING FINANCE LTD.,MANRAJH
COSCO (INDIA) LTD.-$,COSCO
SHILPA MEDICARE LTD.,SHILPAMED
PARAMOUNT COMMUNICATIONS LTD.-$,PARACABLES
NCL RESEARCH & FINANCIAL SERVICES LTD.,NCLRESE
ARCHANA SOFTWARE LTD.,SSLFINANCE
EXPLICIT FINANCE LTD.,EXPLICITFIN
LADDERUP FINANCE LTD.,LADDERUP
U. Y. Fincorp Ltd,UYFINCORP
EKAM LEASING & FINANCE CO.LTD.,EKAMLEA
SWASTIKA INVESTMART LTD.,SWASTIKA
PRIMA PLASTICS LTD.,PRIMAPLA
TELECANOR GLOBAL LTD.,TELECANOR
CARNATION INDUSTRIES LTD.,CARNATIN
GARG FURNACE LTD.,GARGFUR
SAMPRE NUTRITIONS LTD.,SAMPRE
Akar Auto Industries Ltd,AAIL
Vipul Organics Ltd,VIPULORG
ECO RECYCLING LTD.,ECORECO
Goodluck India Ltd,GOODLUCK
GOYAL ASSOCIATES LTD.,GOYALASS
ZENITH HEALTH CARE LTD.,ZENITHHE
PREM SOMANI FINANCIAL SERVICES LTD.,PRESOFI
YORK EXPORTS LTD.,YORKEXP
SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.,SUPREME
PITHAMPUR POLY PRODUCTS LTD.,PITHP
Lykis Limited,LYKISLTD
PRIME PROPERTY DEVELOPMENT CORPORATION LTD.-$,PRIMEPRO
Zenlabs Ethica Ltd,ZENLABS
Raj Rayon Industries Limited-$,RAJRAYON
FLORA TEXTILES LTD.,FLORATX
GOWRA LEASING & FINANCE LTD.,GOWRALE
JAGAN LAMPS LTD.,JAGANLAM
AJEL LTD.,AJEL
ALPS INDUSTRIES LTD.,ALPSINDUS
ASIT C.MEHTA FINANCIAL SERVICES LTD.,ASITCFIN
Nova Publications India Ltd,NOVAPUB
SUPER BAKERS (INDIA) LTD.,SUPERBAK
OVOBEL FOODS LTD.,OVOBELE
INDO ASIAN FINANCE LTD.,INDOASIAF
CORAL NEWSPRINTS LTD.,CORNE
STERLING TOOLS LTD.-$,STERTOOLS
DEVKI LEASING & FINANCE LTD.,DEVKI
KLG CAPITAL SERVICES LTD.,KLGCAP
INFRA INDUSTRIES LTD.,INFRAIND
DYNAMIC PORTFOLIO MANAGEMENT & SERVICES LTD.,DYNAMICP
TRANS ASIA CORPORATION LTD.,TRANSASIA
CEEJAY FINANCE LTD.,CEEJAY
SUNCITY SYNTHETICS LTD.,SUNCITYSY
SHREE GANESH ELASTOPLAST LTD.,SHGANEL
ANNA INFRASTRUCTURES LTD.,ANNAINFRA
Bhageria Industries Ltd,BHAGIL
Onesource Ideas Venture Ltd,OIVL
BNR UDYOG LTD.,BNRUDY
KRBL LTD.,KRBL
REFNOL RESINS & CHEMICALS LTD.,REFNOL
SSPDL LTD.-$,SSPDL
DAIKAFFIL CHEMICALS INDIA LTD.,DAIKAFFI
CIL SECURITIES LTD.,CILSEC
CLIO INFOTECH LTD.,CLIOINFO
Shri Bholanath Carpets Ltd,SHRIBCL
CUPID LTD.-$,CUPID
SUNSHIELD CHEMICALS LTD.,SUNSHIEL
GDL LEASING & FINANCE LTD.,GDLLEAS
CHEMBOND CHEMICALS LTD.-$,CHEMBOND
Capital India Finance Ltd,CIFL
Arunjyoti Bio Ventures Ltd,ABVL
SUPER CROP SAFE LTD.,SUCROSA
ALKA INDIA LTD.,ALKA
N.G.INDUSTRIES LTD.-$,NGIND
ASIA PACK LTD.,ASIAPAK
SAI INDUSTRIES LTD.,SAINDUS
SI CAPITAL & FINANCIAL SERVICES LTD.,SICAPIT
ERP SOFT SYSTEMS LTD.,ERPSOFT
J.R.FOODS LTD.,JRFOODS
R.R.SECURITIES LTD.,RRSECUR
REMSONS INDUSTRIES LTD.,REMSONSIND
RAMSONS PROJECTS LTD.,RAMSONS
EURO ASIA EXPORTS LTD.,EUROASIA
STANPACKS (INDIA) LTD.,STANPACK
SRI ADHIKARI BROTHERS TELEVISION NETWORK LTD.,SABTN
RAMINFO LIMITED,RAMINFO
SUNIL AGRO FOODS LTD.-$,SUNILAGR
DIANA TEA CO.LTD.,DIANATEA
Vikas EcoTech Ltd,VIKASECO
INDIAN OIL CORPORATION LTD.,IOC
ALFA ICA (INDIA) LTD.,ALFAICA
Shri Keshav Cements And Infra Ltd,SKCIL
INDIA HOME LOAN LTD.,INDIAHOME
JPT SECURITIES LTD.,JPTSEC
ROOPA INDUSTRIES LTD.,ROOPAIND
SARTHAK GLOBAL LTD.,SARTHAKGL
UNIQUE ORGANICS LTD.,UNIQUEO
BALAJI AMINES LTD.-$,BALAMINES
SWARNA SECURITIES LTD.,SWRNASE
ARIHANT'S SECURITIES LTD.,ARISE
VISAGAR FINANCIAL SERVICES LTD.,VISAGAR
LIBORD SECURITIES LTD.,LIBORD
REGAL ENTERTAINMENT & CONSULTANTS LTD.,REGAL
Justride Enterprises Ltd,JRELTD
COMPETENT AUTOMOBILES CO.LTD.,COMPEAU
DHANVANTRI JEEVAN REKHA LTD.,ZDHJERK
NEELKANTH ROCKMINERALS LTD.,NEELKAN
VINTAGE SECURITIES LTD.,VINTAGES
OSWAL OVERSEAS LTD.,OSWALOR
CONTIL INDIA LTD.,CONTILI
VIJAY SOLVEX LTD.,VIJSOLX
SHRI KRISHNA DEVCON LTD.,SHRIKRISH
Alankit Ltd,ALANKIT
NIHAR INFO GLOBAL LTD.,NIHARINF
UNITED CREDIT LTD.,UNITDCR
OM Infra Ltd,OMINFRAL
RUBRA MEDICAMENTS LTD.,RUBRAME
ISHAN DYES & CHEMICALS LTD.,ISHANCH
GOTHI PLASCON (INDIA) LTD.,GOTHIPL
Balu Forge Industries Ltd,BALUFORGE
CEENIK EXPORTS (INDIA) LTD.,CEENIK
PATEL ENGINEERING LTD.-$,PATELENG
VIRTUALSOFT SYSTEMS LTD.,VIRTUALS
Mena Mani Industries Ltd,MENAMANI
INANI MARBLES & INDUSTRIES LTD.,INANI
GEMSTONE INVESTMENTS LTD.,GEMSI
MEDICAMEN BIOTECH LTD.-$,MEDICAMEQ
Alicon Castalloy Limited,ALICON
DILIGENT INDUSTRIES LTD.,DILIGENT
EPSOM PROPERTIES LTD.,EPSOMPRO
ALFAVISION OVERSEAS (INDIA) LTD.,ALFAVIO
ORGANIC COATINGS LTD.,ORGCOAT
Catvision Limited,CATVISION
ABM KNOWLEDGEWARE LTD.,ABMKNO
EMAMI LTD.-$,EMAMILTD
Kemistar Corporation Limited,KEMISTAR
LASER DIAMONDS LTD.,LADIAMO
SKP SECURITIES LTD.,SKPSEC
PRANAVADITYA SPINNING MILLS LTD.,PRANAVSP
SYSCHEM (INDIA) LTD.,SYSCHEM
MEFCOM CAPITAL MARKETS LTD.,MEFCOMCAP
Hemang Resources Ltd,HEMANG
ARMAN FINANCIAL SERVICES LTD.,ARMANFIN
Tavernier Resources Limi,TAVERNIER
Midas Infra Trade Limited,MIDINFRA
GAGAN POLYCOT INDIA LTD.,GAGANPO
GLANCE FINANCE LTD.,GLANCE
SHILCHAR TECHNOLOGIES LTD.,SHILCTECH
BRAND REALTY SERVICES LTD.,BRANDREAL
KANSAL FIBRES LTD.,KANSAFB
NUCLEUS SOFTWARE EXPORTS LTD.,NUCLEUS
COLINZ LABORATORIES LTD.,COLINZ
WELLNESS NONI LTD.,WELLNESS
NALIN LEASE FINANCE LTD.,NLFL
MANAPPURAM FINANCE LTD.,MANAPPURAM
RTS POWER CORPORATION LTD.,RTSPOWR
COMFORT INTECH LTD.-$,COMFINTE
MAYUR FLOORINGS LTD.,MAYURFL
ANJANI SYNTHETICS LTD.-$,ANJANI
Xtglobal Infotech Ltd,XTGLOBAL
DECO-MICA LTD.,DECOMIC
RANDER CORPORATION LTD.,RANDER
RASI ELECTRODES LTD.,RASIELEC
VICTORY PAPER & BOARDS (INDIA) LTD.,VICTORYPP
CITIPORT FINANCIAL SERVICES LTD.,CITIPOR
DHRUVA CAPITAL SERVICES LTD.,DHRUVCA
LINC PEN & PLASTICS LTD.-$,LINCPENQ
PRIMA INDUSTRIES LTD.,PRIMAIN
Aneri Fincap Ltd,ANERI
INDIA GELATINE & CHEMICALS LTD.-$,INDGELA
Optimus Finance Ltd,OPTIFIN
PARAGON FINANCE LTD.,PARAGONF
PRATIKSHA CHEMICALS LTD.,PRATIKSH
Esha Media Research Limited,ESHAMEDIA
Sunedison Infrastructure Ltd,SUNEDISON
Progrex Ventures Ltd,PROGREXV
V.S.T.TILLERS TRACTORS LTD.-$,VSTTILLERS
B2B SOFTWARE TECHNOLOGIES LTD.,B2BSOFT
NIKKI GLOBAL FINANCE LTD.,NIKKIGL
RADHE DEVELOPERS (INDIA) LTD.,RADHEDE
KINETIC TRUST LTD.,KINETRU
Elixir Capital Ltd,ELIXIR
TRISHAKTI ELECTRONICS & INDUSTRIES LTD.,TRISHAKT
PANKAJ POLYMERS LTD.,PANKAJPO
PG INDUSTRY LTD.,PGINDST
CINDRELLA FINANCIAL SERVICES LTD.,CINDRELL
NATIONAL PLASTIC TECHNOLOGIES LTD.,NATPLASTI
LEAD FINANCIAL SERVICES LTD.,LEADFIN
National Fittings Limited,NATFIT
ARTEFACT PROJECTS LTD.,ARTEFACT
AMIT INTERNATIONAL LTD.,AMITINT
HIGH STREET FILATEX LTD.,HIGHSTREE
NUTECH GLOBAL LTD.,NUTECGLOB
DHP INDIA LTD.,DHPIND
RRIL Ltd,RRIL
AVAILABLE FINANCE LTD.,AVAILFC
INTEGRA CAPITAL MANAGEMENT LTD.,INTCAPM
MARUTI SECURITIES LTD.,MARUTISE
Sri Havisha Hospitality And Infrastructure Ltd,HAVISHA
Jayatma Industries Ltd,JAYIND
ROSELABS FINANCE LTD.,ROSELABS
CHARMS INDUSTRIES LTD.,CHARMS
Kretto Syscon Ltd,KRETTOSYS
VIKALP SECURITIES LTD.,VIKALPS
ZYDUS WELLNESS LTD.-$,ZYDUSWELL
Jump Networks Ltd,JUMPNET
MILESTONE GLOBAL LTD.,MILESTONE
BERVIN INVESTMENT & LEASING LTD.,BERVINL
GUJARAT INVESTA LTD.,GUJINV
INDIA INFRASPACE LTD.,INDINFRA
CONTAINER CORPORATION OF INDIA LTD.,CONCOR
EASTERN TREADS LTD.,EASTRED
PANACEA BIOTEC LTD.,PANACEABIO
PEETI SECURITIES LTD.,PEETISEC
MERCURY METALS LTD.,MERMETL
CHOICE INTERNATIONAL LTD.,CHOICEIN
SHRIRAM ASSET MANAGEMENT CO.LTD.,SRAMSET
GOLECHHA GLOBAL FINANCE LTD.,GOLECHA
Paramone Concepts Ltd,PARAMONE
THE BYKE HOSPITALITY LTD.,THEBYKE
CENTENIAL SURGICAL SUTURE LTD.,CSURGSU
ARIHANT FOUNDATIONS & HOUSING LTD.-$,ARIHANT
HASTI FINANCE LTD.,HASTIFIN
UPSURGE INVESTMENT & FINANCE LTD.,UPSURGE
PADAM COTTON YARNS LTD.,PADAMCO
WOMEN NETWORKS LTD.,WOMENNET
POLYCON INTERNATIONAL LTD.,POLYCON
SOURCE NATURAL FOODS & HERBAL SUPPL LTD.,SOURCENTRL
ALMONDZ GLOBAL SECURITIES LTD.,ALMONDZ
LWS KNITWEAR LTD.,LWSKNIT
ANS Industries Ltd,ANSINDUS
ALCHEMIST CORPORATION LTD.,ALCHCORP
TUNI TEXTILE MILLS LTD.,TUNITEX
Radix Industries (India) Limited,RADIXIND
KIRAN PRINT-PACK LTD.,KIRANPR
NARENDRA PROPERTIES LTD.,NARPROP
MEGA CORPORATION LTD.,MEGACOR
TAMIL NADU NEWSPRINT & PAPERS LTD.,TNPL
SHAKTI PUMPS (INDIA) LTD.-$,SHAKTIPUMP
SYSTEMATIX SECURITIES LTD.,SYTIXSE
SUNGOLD CAPITAL LTD.,SUNGOLD
Saffron Industries Limited,SAFFRON
Prakash Woollen & Synthetic Mills Ltd,PWASML
GOLDSTONE TECHNOLOGIES LTD.,GOLDTECH
Vardhman Concrete Limited,VARDHMAN
GRM OVERSEAS LTD.,GRMOVER
MOHIT INDUSTRIES LTD.-$,MOHITIND
POLYLINK POLYMERS (INDIA) LTD.,POLYLINK
MINAXI TEXTILES LTD.,MINAXI
CONTINENTAL CONTROLS LTD.,CONTICON
NOUVEAU GLOBAL VENTURES LTD.,NOUVEAU
DUKE OFFSHORE LTD.,DUKEOFS
CYBELE INDUSTRIES LTD.,CYBELEIND
CG-VAK SOFTWARE & EXPORTS LTD.,CGVAK
NAVKAR BUILDERS LTD.,NAVBLDR
OMKAR OVERSEAS LTD.,OMKAR
MADHUCON PROJECTS LTD.-$,MADHUCON
SYBLY INDUSTRIES LTD.-$,SYBLY
RAJESH EXPORTS LTD.,RAJESHEXPO
ESAAR (INDIA) LTD.,ESARIND
MARIS SPINNERS LTD.-$,MARIS
INDERGIRI FINANCE LTD.,INDERGR
SHUKRA BULLIONS LTD.,SKRABUL
EVEREADY INDUSTRIES INDIA LTD.,EVEREADY
STEP TWO CORPORATION LTD.,STEP2COR
ORIENT TRADELINK LTD.,ORIENTTR
MAHAN INDUSTRIES LTD.,MAHANIN
Vikas Proppant & Granite Ltd,VIKASPROP
DESH RAKSHAK AUSHDHALAYA LTD.,DESHRAK
ACE SOFTWARE EXPORTS LTD.-$,ACESOFT
HATSUN AGRO PRODUCT LTD.,HATSUN
E.COM INFOTECH (I) LTD.,ECOM
RISHABH DIGHA STEEL & ALLIED PRODUCTS LTD.-$,RISHDIGA
MARUTI INFRASTRUCTURE LTD.,MAINFRA
Kobo Biotech Ltd-$,KOBO
JINDAL WORLDWIDE LTD.,JINDWORLD
SOMANY CERAMICS LTD.,SOMANYCERA
JHAVERI CREDITS & CAPITAL LTD.,JHACC
RAGHUNATH TOBACCO CO.LTD.,RAGHUTOB
Disha Resources Ltd,DRL
CORAL INDIA FINANCE & HOUSING LTD.,CORALFINAC
AROMA ENTERPRISES (INDIA) LTD.,AROMAENT
ASHUTOSH PAPER MILLS LTD.,ASHUTPM
SANJIVANI PARANTERAL LTD.,SANJIVIN
VAS INFRASTRUCTURE LTD.,VASINFRA
KMF BUILDERS & DEVELOPERS LTD.,KMFBLDR
BERYL SECURITIES LTD.,BERYLSE
RAP MEDIA LTD.,RAP
DEVINE IMPEX LTD.,DEVINE
BAMPSL SECURITIES LTD.,BAMPSL
Generic Pharmasec Ltd,GENPHARMA
INCON ENGINEERS LTD.,INCON
Capri Global Capital Limited,CGCL
FDC LTD.,FDC
Gogia Capital Services Limited,GOGIACAP
GORANI INDUSTRIES LTD.,GORANIN
KG PETROCHEM LTD.,KGPETRO
Meyer Apparel Ltd,MAL
Starcom Information Technology Ltd,STARCOM
COUNTRY CONDO'S LTD.,COUNCODOS
OROSIL SMITHS INDIA LTD.-$,OROSMITHS
Tejassvi Aaharam Ltd,TEJASSVI
LINCOLN PHARMACEUTICALS LTD.,LINCOPH
SILVER OAK (INDIA) LTD.,SILVOAK
Praveg Communications (India) Ltd,PRAVEG
SURAJ LTD.-$,SURAJLTD
Suvidha Infraestate Corporation Limited,SICL
MARICO LTD.,MARICO
TOKYO FINANCE LTD.,TOKYOFIN
Mahavir Industries Limited,MAHAVIRIND
NATIONAL GENERAL INDUSTRIES LTD.,NATGENI
THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,THIRDFIN
HITTCO TOOLS LTD.,HITTCO
RR MetalMakers India Ltd,RRMETAL
VISION CORPORATION LTD.,VISIONCO
INANI SECURITIES LTD.,INANISEC
ANKA INDIA LTD.,ANKIN
VAGHANI TECHNO-BUILD LTD.,VAGHANI
ARIS INTERNATIONAL LTD.,ARISINT
MAYUR LEATHER PRODUCTS LTD.,MAYUR
Prithvi Exchange (India) Ltd,PRITHVIEXCH
KHYATI MULTIMEDIA-ENTERTAINMENT LTD.,KHYATI
RAINBOW FOUNDATIONS LTD.,RAINBOWF
Tricom Fruit Products Limited,TRICOMFRU
Vidhi Specialty Food Ingredients Ltd-$,VIDHIING
BHAGIRADHA CHEMICALS & INDUSTRIES LTD.,BHAGCHEM
PANCHSHEEL ORGANICS LTD.,PANCHSHEEL
MENON PISTONS LTD.,MENNPIS
PRISM FINANCE LTD.,PRISMFN
Greencrest Financial Services Limited,GREENCREST
GENNEX LABORATORIES LTD.,GENNEX
HIRA AUTOMOBILES LTD.,HIRAUTO
GINI SILK MILLS LTD.-$,GINISILK
PRAJAY ENGINEERS SYNDICATE LTD.,PRAENG
Biogen Pharmachem Industries Ltd,BIOGEN
G.K.CONSULTANTS LTD.,GKCONS
Apollo Pipes Ltd,APOLLOPIPES
UNJHA FORMULATIONS LTD.,UNJHAFOR
POLY MEDICURE LTD.,POLYMED
CISTRO TELELINK LTD.,CISTRO
KACHCHH MINERALS LTD.,KACHCHH
Kaiser Corporation Limited,KACL
KCL Infra Projects Ltd,KCLINFRA
ATUL AUTO LTD.-$,ATULAUTO
SCAN PROJECTS LTD.,SCANPRO
PRERNA INFRABUILD LTD.,PRERINFRA
METAL COATINGS (INDIA) LTD.,METALCO
SGN TELECOMS LTD.,SGNTE
GANGA PAPERS INDIA LTD.,GANGAPA
TIRUPATI SARJAN LTD.,TIRSARJ
MUNOTH FINANCIAL SERVICES LTD.,MUNOTHFI
Rodium Realty Limited,RODIUM
